location,location_id,gtfs_stop_name,stop_lat,stop_lon,match_type
MORRI AND OLD KINGSTON,5759,Lawson Rd at Kingston Rd (Highway 2A Overpass),43.784126,-79.168334,fuzzy_86
YONGE BLOOR DUNDAS STATION,5760,Yonge St at Shaftesbury Ave North Side - Summerhill Station,43.68239,-79.391664,fuzzy_86
GASPE,5761,Finch Ave East at Gaspe Rd East Side,43.785766,-79.388562,fuzzy_TokenSet_high
BLOOR AND COLBORNE LOD,5764,Dundas St West at Bloor St West,43.6561,-79.45233,fuzzy_86
ELLESEM AND MEADOWVALE,5765,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
COLLINISG AND LAWRENCE,5766,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
NORTHTOWN,5767,,,,unmatched
E MALL AND EGLINTON,5769,Eglinton Ave West at Russell Rd,43.681064,-79.533411,fuzzy_86
MEADOVWALE AND SHEPPARD,5770,Sheppard Ave East at Meadowvale Rd East Side,43.808442,-79.169871,fuzzy_86
BATHURST STATION AND INVERMAY,5771,Bathurst St at Invermay Ave,43.741398,-79.434877,intersection_exact
GLENCOVE AND WARDEN,5772,Warden Ave at Glencove Dr,43.859654,-79.334719,intersection_exact
PALK AND STAINES,5773,150 Staines Rd West Side,43.822964,-79.219024,fuzzy_86
MEADOWBAN AND RATHBURN,5774,,,,unmatched
ALLENBY AND ISLINGTON,5775,Islington Ave at Allenby Ave,43.711273,-79.553064,intersection_exact
KENNEDY AND TROJAN,5776,Kennedy Rd at Ranstone Gardens,43.742208,-79.272214,fuzzy_86
FINCH AND RAINTHORPE,5777,Finch Ave East at Tollerton Ave,43.786413,-79.386577,fuzzy_86
BASS AND VICTORIA PARK,5778,Victoria Park Station at Bus Bay 5,43.694476,-79.288705,fuzzy_88
401 AND MCCOWAN,5779,McCowan Rd at Highway 401,43.782557,-79.255208,intersection_exact
FINCH AND SILVERSTONE,5780,Finch Ave West at Silverstone Dr,43.736167,-79.594749,intersection_exact
EGLINTON AND RAWLINSON,5782,,,,unmatched
MARYDALE AND STEELES,5783,Steeles Ave East at Marydale Ave,43.835698,-79.254563,intersection_exact
EGLINTON AND STRATHEAR,5784,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
MORNINGSIDE AND STAINS,5785,Morningside Ave at Staines Rd North Side,43.819734,-79.221875,fuzzy_86
TWELFTH,5786,Garnett Janes Rd at Twelfth St East Side,43.601037,-79.510878,fuzzy_90
GUESTVILLE,5787,Lambton Ave at Guestville Ave,43.683172,-79.488786,fuzzy_TokenSet_high
HARBORD AND ROBERT,5788,Harbord St at Montrose Ave,43.659641,-79.419451,fuzzy_86
HINTON AND KIPLING,5790,Kipling Ave at Hinton Rd,43.725707,-79.573246,intersection_exact
KIPLING AND ST ANDREWS,5791,Kipling Ave at St Andrews Blvd,43.698444,-79.560339,intersection_exact
401 AND HWY 427,5792,,,,unmatched
WOOBIND RACTRACK LOOP,5794,Woodbine Racetrack Loop (Main Entrance),43.716178,-79.603632,fuzzy_75
STEELES AND THURMAN,5797,Steeles Ave West at Thurman Rd,43.791062,-79.452739,intersection_exact
FINCH STATION AND TOBERMORY,5799,Finch Ave West at Tobermory Dr,43.759158,-79.507973,intersection_exact
HOSKIN AND QUEEN STATION PARK,5800,Wellesley St West at Queen's Park Cres East East Side,43.663633,-79.390156,fuzzy_86
DUNDAS AND GILMOUR,5802,Dundas St West at Gilmour Ave,43.665481,-79.479365,intersection_exact
MARTIN GROVE SND STEELES,5806,Steeles Ave West at Murray Ross Pkwy East Side,43.776344,-79.516416,fuzzy_86
NORTHEND PARKETTE,5807,Birchmount Rd at Parkette Pl,43.696184,-79.263708,fuzzy_WRatio_high
OPPOSITE W AND STEELES,5808,Steeles Ave East at Walkway to Joycedale St,43.833683,-79.264264,fuzzy_86
UPJOHN AND YORK MILLS,5810,York Mills Rd at Upjohn Rd,43.754749,-79.351135,intersection_exact
JAMES PARR AND MCCOWAN,5812,McCowan Rd at Steeles Ave East North Side,43.83177,-79.2752,fuzzy_86
ISLINGTONSTATION,5813,Islington,43.645149,-79.524193,exact
CLEGG AND WARDEN,5814,Warden Ave at Clegg Rd,43.853707,-79.333613,intersection_exact
GRENOBLE AND SPANBR,5817,Spanbridge Rd at Grenoble Dr East Side,43.712821,-79.326492,fuzzy_86
YORK UNIVERSITY STATION BUSWAY,5819,Finch West Station Bus Bay 4,43.764919,-79.490859,fuzzy_WRatio_high
404 AND GORDON BAKER,5820,Harold Evans Cres at Gordon Baker Rd East Side,43.80497,-79.344227,fuzzy_86
KINGSTON AND QUEEN STATION,5821,Queen St East at Kingston Rd,43.667398,-79.312136,intersection_exact
MEADOW OAK PLA AND OAK,5822,Oak St at Roadway to Piggott Mews,43.708296,-79.530743,fuzzy_86
COXWELL AND JANE STATION,5823,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
DUCKSWORT AND LAWRENCE,5824,Lawrence Ave West at Westona St East Side,43.69728,-79.526961,fuzzy_86
STEELES W LOOP MAR,5826,Steeles Ave West at Murray Ross Pkwy East Side,43.776344,-79.516416,fuzzy_86
DVP AND WYNFORD,5827,Opposite 100 Wynford Dr,43.726456,-79.331376,fuzzy_86
404 EXIT AND WYNFORD,5828,Eglinton Ave East at Wynford Dr,43.72404,-79.32621,fuzzy_86
MEADOWVALES LOOP,5829,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_82
BATHURST STATION WILSON STATION,5831,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
EASTERN AND KNOX,5833,Eastern Ave at Knox Ave,43.662408,-79.325367,intersection_exact
WILSON STATION UPPER L,5834,Wilson Ave at Apex Lane,43.728721,-79.475772,fuzzy_86
ROYAL YORK STATION COUNTRY CLU,5835,Royal York Rd at Darlingbrook Cres South Side,43.670934,-79.521782,fuzzy_86
EGLINTON WEST STATION,5838,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
PARK HOME AV AND YONGE,5839,Yonge St at Park Home Ave,43.769422,-79.413082,intersection_exact
ETIENNE,5841,,,,unmatched
MARTIN GROVE AND TOLLIN,5842,The Westway at Martin Grove Rd East Side,43.683365,-79.566594,fuzzy_86
GORE W AND MORNINGSTAR,5843,Lawrence Ave West at Westona St East Side,43.69728,-79.526961,fuzzy_86
KIPLING STATION AND THE W WAY,5844,Kipling Ave at The Westway,43.685458,-79.554422,fuzzy_89
COLERAINE AND MCCOWAN,5845,McCowan Rd at Coleraine Ave,43.838225,-79.276865,intersection_exact
ST ALBANS OUTSIDE KIPL,5847,Dundas St West at Indian Road Cres,43.665156,-79.461274,fuzzy_86
HORSHAM AND YONGE,5848,Yonge St at Front St West,43.646785,-79.377161,fuzzy_86
BRIMLEY ST CL,5855,Main St Markham North at Springdale Ave,43.885657,-79.26252,fuzzy_86
GLENHOLME EGLINTON,5856,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
ALNES AND FINCH,5857,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
CHAMPAGNE AND FINCH,5858,Finch Ave West at Champagne Dr,43.767646,-79.471686,intersection_exact
TRETHEWEY AND YORE,5859,Trethewey Dr at Eglinton Ave West,43.690333,-79.475237,fuzzy_86
LAWRENCE AND OLYMPIA,5861,Lawrence Ave West at Westona St East Side,43.69728,-79.526961,fuzzy_86
ISLAND AND PORT U,5863,Island Rd at Port Union Rd,43.796153,-79.143039,fuzzy_86
BIRCHMOUNT AND GLENDOW,5865,,,,unmatched
CROW TR AND NEILSON,5866,Finch Ave East at Neilson Rd,43.816137,-79.227758,fuzzy_86
MEDOWVALE AND SHEPPARD,5868,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
HU AND HUMBERWOOD,5869,,,,unmatched
MCNAU AND VICTORY CRES,5873,Lawrence Ave West at Brucewood Cres,43.71859,-79.432803,fuzzy_86
CARLAW AND PAPE STATION,5878,Pape Ave at Donlands Ave,43.696916,-79.349173,fuzzy_86
HOSKIN AND QUEEN STATION S PAR,5880,Hoskin Ave at Tower Rd - Wycliffe College,43.664544,-79.395953,fuzzy_86
KIDRON AND KIPLING,5881,Kipling Ave at Genthorn Ave North Side,43.723684,-79.57228,fuzzy_86
BAYVIEW AND HWY 40,5882,Bayview Ave at Steeles Ave East South Side,43.802654,-79.39615,fuzzy_86
BIRCHMOUNT AND CHELWOO,5883,,,,unmatched
AMAZON FULLFLLMENT CEN,5884,Morningside Ave at Passmore Ave - Amazon Fulfillment Centre,43.835793,-79.242093,fuzzy_86
CACHET PARK AND WARDEN,5888,Warden Ave at Lawrence Ave East,43.745093,-79.29451,fuzzy_86
CONCORD AND MCDONALDS,5890,Concorde Pl at McDonald's Pl,43.727944,-79.328295,fuzzy_85
EARL LOOP,5891,Steeles Ave East Loop,43.798341,-79.417889,fuzzy_WRatio_high
BRIM AND KINGSTON,5892,Kingston Rd at Fenwood Heights West Side,43.727383,-79.230088,fuzzy_86
CONNER AND WOODBINE STATION,5895,,,,unmatched
LESLIE AND S OVERLAND,5896,,,,unmatched
AMHERST AND OAKWOOD,5897,Oakwood Ave at Conway Ave North Side,43.682962,-79.436877,fuzzy_86
WARDEN STATION TEMP B,5898,Warden Station at Temporary Bus Bay 7,43.710687,-79.280392,fuzzy_86
BRADLEY AND JANE,5899,Jane St at Bradley Ave,43.663379,-79.490315,intersection_exact
HUMBER AND MORNING STATION,5900,,,,unmatched
CO AND NORTHHUMBERLAND,5903,,,,unmatched
KENNEDY STATION B LO,5904,Kennedy Rd at Ranstone Gardens,43.742208,-79.272214,fuzzy_86
FICNH AND MORNINGSIDE,5905,Morningside Ave at Sewells Rd North Side,43.816633,-79.21143,fuzzy_86
ALBION AND ARMEL SOUT,5906,Albion Rd at Beaumonde Heights Park West Side,43.738716,-79.573613,fuzzy_86
CACHET AND WARDEN,5909,Warden Ave at Apple Creek Blvd,43.860065,-79.33516,fuzzy_86
ELLESMERE STATION AND TRITON,5910,Ellesmere Rd at Bellamy Rd North,43.774149,-79.241959,fuzzy_86
MURSION AND SHEPPARD,5911,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
CHATSWORTH AND YONGE,5912,Yonge St at Chatsworth Dr,43.722068,-79.401694,intersection_exact
YORK UNIVERSITY BUSWAY,5913,York University,43.773533,-79.500053,fuzzy_TokenSet_high
MARTIN GROVE ANDE TOLL,5914,The Westway at Martin Grove Rd East Side,43.683365,-79.566594,fuzzy_86
CALEDONIA AND GLEN PAR,5915,Caledonia Rd at Summit Ave South Side,43.686437,-79.459522,fuzzy_86
E A AND ISLAND,5918,East Ave at Island Rd,43.797824,-79.138695,fuzzy_86
BEACONHILL AND KIPLING,5919,Kipling Ave at Beaconhill Rd,43.753672,-79.587255,intersection_exact
BOBMAR AND ELLESMERE,5921,Ellesmere Rd at Pharmacy Ave,43.758847,-79.310443,fuzzy_86
DIXON AND ST PHILLIPS,5924,Dixon Rd at St Phillips Rd,43.699997,-79.533962,intersection_exact
STEELES AND YONGE IN T,5926,Steeles Ave West at Jane St West Side,43.775471,-79.522085,fuzzy_86
AIRPORT TERMINAL 3,5928,,,,unmatched
ROBINA AND ST CLAIR STATION,5929,Ossington Ave at Leeds St South Side,43.663872,-79.426518,fuzzy_86
APEX LANE AND WILSON,5930,Wilson Ave at Apex Lane,43.728721,-79.475772,intersection_exact
MARKHAM AND WASHBURN,5932,Sheppard Ave East at Markham Rd West Side,43.793838,-79.239638,fuzzy_86
SILVER AND STEELES,5933,Steeles Ave East at Tarbert Rd,43.804084,-79.392106,fuzzy_86
MILLWOOD T AND OVERLEA,5934,Overlea Blvd at Millwood Rd East Side,43.702452,-79.35223,fuzzy_86
CONSUMERS AND VICTO,5935,Yorkland Blvd (North) at Consumers Rd West Side,43.773758,-79.332559,fuzzy_86
MARTIN GROVE YONGE,5936,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
FENMAR AND SIGNET,5937,Signet Dr at Fenmar Dr,43.758347,-79.538735,intersection_exact
FINH W STATION,5938,Steeles Ave West at Murray Ross Pkwy East Side,43.776344,-79.516416,fuzzy_86
YONGE STEELES LOOP,5939,Yonge St at Front St West,43.646785,-79.377161,fuzzy_86
SABRINA,5942,,,,unmatched
EXBURY AND JANE,5945,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
DUFFERIN AND SHANLEY,5946,Dufferin St at St Clair Ave West,43.677768,-79.442907,fuzzy_86
LANSDOWNE AND LUMBERVA,5947,Lansdowne Ave at Paton Rd North Side,43.660913,-79.443619,fuzzy_86
DON MILLS AND ROCHEFOR,5950,Don Mills Rd at Esterbrooke Ave,43.779239,-79.348996,fuzzy_86
WESTON SERVICE AN,5951,St. Albans Rd at West Service Rd,43.639095,-79.534199,fuzzy_86
REVALDA AND SHEPPARD,5952,Sheppard Ave West at Harlock Blvd,43.753826,-79.445872,fuzzy_86
LAWRENCE STATION W STATGION,5953,Lawrence Ave West at Westona St East Side,43.69728,-79.526961,fuzzy_86
BOROUGH DRI AND TRITON,5954,Triton Rd at Borough Dr,43.773482,-79.261427,fuzzy_85
TEDDINGTON AND YONGE,5955,Yonge St at Shaftesbury Ave North Side - Summerhill Station,43.68239,-79.391664,fuzzy_86
CROW AND NEILSON,5956,Crow Trail at McGinty Pl,43.813581,-79.2284,fuzzy_86
ALBION,5957,Albion,43.741295,-79.58934,exact
DUVAL AND ST DENNIS,5959,Eglinton Ave East at Leslie St,43.716868,-79.350353,fuzzy_86
QUEE AND THE E MALL,5960,Sherway Gardens Rd at Sherway Gate (Mall),43.609729,-79.558438,fuzzy_86
HUMBER AND MARTIN,5961,John Garland Blvd at Martin Grove Rd West Side,43.732009,-79.589827,fuzzy_86
ST PHILLIP AND WESTON,5962,Weston Rd at Eglinton Ave West,43.686813,-79.489029,fuzzy_86
KENNEDY STATION 86 P,5963,Kennedy Station at Bus Bay 4,43.732361,-79.26374,fuzzy_84
GILSPUR AND JANE,5965,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
ALLENFORD AND SHEPPARD,5967,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
SHE AND SHERWAY WARDEN,5968,Sherway Gardens Rd at Sherway Gate (Mall),43.609729,-79.558438,fuzzy_86
LAWRENCE AND SUSAN,5969,Lawrence Ave East at Susan St,43.763163,-79.209074,intersection_exact
E AND JANE,5971,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
BATHURST AND ELLERSLIE,5973,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
LAWRENCE AND W,5974,Lawrence West Station at Bus Bay 4,43.715497,-79.444303,fuzzy_95
EGLINTON AND FAIRMOUTH,5975,Eglinton Ave East at Bellamy Rd North West Side - Eglinton G,43.740238,-79.232608,fuzzy_86
QUILTER AND SHEPPARD,5977,Sheppard Ave West at Quilter Rd,43.759994,-79.418241,intersection_exact
KINGSTON AND POPL,5979,Kingston Rd at Galloway Rd West Side,43.761802,-79.195118,fuzzy_86
MORNINGSIDE AND STELLE,5980,Morningside Ave at Passmore Ave,43.833489,-79.241136,fuzzy_86
LAWR AND STARSPRAY LOOP,5981,Starspray Loop at Lawrence Ave East,43.788634,-79.123111,fuzzy_86
AIRPORT AND AMERICAN,5982,Airport Rd at American Dr,43.689113,-79.621705,intersection_exact
ALLARD AND WILSON,5985,Wilson Ave at Clayson Rd West Side,43.717719,-79.523505,fuzzy_86
ROUGE RIVER AND SHEPPARD,5986,Sheppard Ave East at Rouge River Dr,43.804795,-79.186784,intersection_exact
EVANS AND THE E MAL,5989,Islington Ave at The Westway,43.688485,-79.542628,fuzzy_86
DOLLY V AND ELLESMERE,5990,Ellesmere Rd at Military Trail (West),43.779894,-79.217004,fuzzy_86
TRANSIT E AND WILSON,5991,Wilson Ave at Highview Ave East Side,43.723322,-79.496337,fuzzy_86
COMMISSIO AND SAULTERS,5992,Commissioners St at Saulter St,43.649851,-79.342232,fuzzy_82
EVANS AND GARDENIER EX,5993,The East Mall at Evans Ave North Side,43.612232,-79.543767,fuzzy_86
BROADVIEW AND WESTWOOD,5997,Broadview Station at Bus Bay 4,43.676772,-79.358451,fuzzy_86
JUBILEE AND WESTON,5999,Weston Rd at Finch Ave West,43.75179,-79.542165,fuzzy_86
MORNINGSIDE AMAZON WA,6000,Morningside Ave at Passmore Ave - Amazon Fulfillment Centre,43.835793,-79.242093,fuzzy_86
CASSIDY P AND LAWRENCE,6003,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
YONGE AND YORKVILLE,6005,Yonge St at Shaftesbury Ave North Side - Summerhill Station,43.68239,-79.391664,fuzzy_86
FUTURA D AND GRANDRAVINE,6006,Grandravine Dr at Keele St West Side,43.751972,-79.488762,fuzzy_86
EGLINTON AND RED PATH,6008,Eglinton Ave West at Keele St/Trethewey Dr,43.689983,-79.475291,fuzzy_86
FINCH STATION DUFFERIN STATION,6010,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
HUMBER AND MARTIN GROVE,6011,John Garland Blvd at Martin Grove Rd West Side,43.732009,-79.589827,fuzzy_86
ORMOUNT AND WESTON,6012,Weston Rd at Finch Ave West,43.75179,-79.542165,fuzzy_86
ELLESMERE AND MILTARY,6013,Ellesmere Rd at Military Trail (West),43.779894,-79.217004,fuzzy_86
OLD WESTON AND TURNBER,6014,Old Weston Rd at St Clair Ave West North Side,43.673945,-79.463061,fuzzy_86
CARLAW,6016,Carlaw Ave at Langley Ave,43.669636,-79.34346,fuzzy_90
A AND VICTORY CRESCENT,6017,Airport Rd at Victory Cres,43.707589,-79.647215,fuzzy_89
ANDREW AND ST CLAIR,6019,St Clair Ave East at Andrew Ave,43.720079,-79.244714,intersection_exact
PAVANE AND VICTORIA,6020,,,,unmatched
COLLEGE AND HENRY STRE,6021,,,,unmatched
BERGARMOT AND REXDALE,6022,Rexdale Blvd at Tidemore Ave West Side,43.714999,-79.585487,fuzzy_86
GRAND MAR AND SHEPPARD,6023,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
BAYVIEW AND POS,6024,,,,unmatched
FRITH AND JANE,6025,Jane St at Frith Rd,43.746533,-79.515127,intersection_exact
ELMHUSRST AND HENLEY,6026,Kipling Ave at Henley Cres,43.730588,-79.575998,fuzzy_86
MARTHA E AND TRETHEWEY,6027,,,,unmatched
HWY AND ISLINGTON,6031,Islington Ave at Fordwich Cres,43.727108,-79.560871,fuzzy_86
JANE AND YORKWOODS GAT,6034,Jane St at Yorkwoods Gate,43.750665,-79.515863,fuzzy_91
DANFORTH AND PILKINGTO,6039,Opposite 3701 Danforth Ave - Variety Village,43.699224,-79.258549,fuzzy_86
BLACKBIRD AND FINCH,6040,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
KING STATION AND WESTON,6041,Weston Rd at Gunns Rd South Side,43.675541,-79.470205,fuzzy_86
ALBION AND WESTERN,6043,Weston Rd at Albion Rd South Side,43.717017,-79.537874,fuzzy_86
MARKANNA AND MARKHAM,6044,Markham Rd at Markanna Dr,43.740623,-79.217674,intersection_exact
ANTRIM CRE AND KENNEDY,6045,Kennedy Rd at Antrim Cres South Side,43.771331,-79.283286,fuzzy_86
FINCH STATION E AND MIDDLEFIEL,6046,Middlefield Rd at Finch Ave East,43.810072,-79.25795,intersection_exact
STEELES LOOP YONGE,6047,Steeles Ave West at Murray Ross Pkwy East Side,43.776344,-79.516416,fuzzy_86
EGLINTON STARION,6048,Eglinton,43.706535,-79.398087,fuzzy_TokenSet_high
401 AND NEILSON,6049,Neilson Rd at Milner Ave North Side,43.795994,-79.216541,fuzzy_86
JANE STATION AND SHOREHAM,6050,Jane St at Shoreham Dr,43.76892,-79.520536,fuzzy_95
RIDGECREST AND WILTSHI,6053,Major Mackenzie Dr East at Ridgecrest Rd,43.900656,-79.304807,fuzzy_86
CASTFIELD AND DUFFERIN,6054,Dufferin St at St Clair Ave West,43.677768,-79.442907,fuzzy_86
BIRCHMOUNT AND ROLARK,6055,Birchmount Rd at Rolark Dr,43.767899,-79.292518,intersection_exact
CULFORD AND LAWRENCE STATION,6057,Lawrence Ave West at Culford Rd,43.706494,-79.487529,intersection_exact
MORNI AND SHEPPARD,6060,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
MART AND TOLLINGTON,6061,Martin Grove Rd at Tollington Rd,43.686679,-79.56878,fuzzy_86
BLOOR AND LANSDOWNE STATION,6063,Lansdowne Ave at Bloor St West,43.658219,-79.442624,fuzzy_86
PETHERHILL AND WILSON,6067,Wilson Ave at Highview Ave East Side,43.723322,-79.496337,fuzzy_86
BLANTYRE AND KINGSTON,6068,Kingston Rd at Blantyre Ave,43.681329,-79.281449,intersection_exact
MILLWOOD OVERLEA,6069,Overlea Blvd at Don Mills Rd West Side,43.709806,-79.335373,fuzzy_86
DOVERCOURT,6070,Dovercourt Rd at Geary Ave North Side,43.671083,-79.433224,fuzzy_TokenSet_high
ADENMOR AND PORT UNION,6071,Port Union Rd at Adenmore Rd North Side,43.781768,-79.13747,fuzzy_86
DRIFTWOOD AND STING,6073,Driftwood Ave at Finch Ave West,43.757895,-79.513233,fuzzy_86
LAWRENCE AND LESLIE STATION,6074,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
PIONEER STATION,6076,Pioneer Village Station Bus Bay 3,43.776747,-79.509208,fuzzy_90
KENNEDY AND KINGSTON,6077,Kennedy Rd at Ranstone Gardens,43.742208,-79.272214,fuzzy_86
DRAGONFLY AND MANTIS,6078,,,,unmatched
ORFUS AND PAUL DAVID S,6081,,,,unmatched
CON AND MILITARY TRAIL,6083,Ellesmere Rd at Military Trail (West),43.779894,-79.217004,fuzzy_86
ELLESMERE AND RYLANDER,6084,Ellesmere Rd at Military Trail (West),43.779894,-79.217004,fuzzy_86
OLD WESTON AND SIGNET,6085,Weston Rd at Fenmar Dr South Side,43.756921,-79.543747,fuzzy_86
HANNA,6088,Sutherland Dr at Hanna Rd,43.701439,-79.365594,fuzzy_TokenSet_high
NORTHUMBERLAND STREE,6089,Dovercourt Rd at Northumberland St,43.662158,-79.429533,fuzzy_WRatio_high
CANOE CRES AND SEASON,6090,,,,unmatched
BALDON AND CROW TRAIL,6092,Morningview Trail at Old Finch Ave South Side,43.821706,-79.201763,fuzzy_86
KENNEDY AND MARILYN,6097,Kennedy Rd at Ranstone Gardens,43.742208,-79.272214,fuzzy_86
FERMOY AND ST CLAIR STATION,6098,St Clair Ave East at Fermoy Rd,43.721461,-79.239054,intersection_exact
PATON,6099,Lansdowne Ave at Paton Rd North Side,43.660913,-79.443619,fuzzy_90
BA AND GREEWIN VILLAGE,6100,Village Gate at Steeles Ave West,43.792558,-79.440731,fuzzy_86
SIGNAL AND STEELES,6101,Steeles Ave West at Murray Ross Pkwy East Side,43.776344,-79.516416,fuzzy_86
404 AND FINCH,6103,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
VICTORIA PARK STATION LOOP N,6104,2793 Victoria Park Ave,43.78242,-79.326261,fuzzy_88
MEADOWVILLE AND SHEPPARD,6107,Meadowvale Rd at Sheppard Ave East North Side,43.808976,-79.170941,fuzzy_86
LA ROASE AND SCARLETT,6108,Eglinton Ave West at Scarlett Rd,43.683789,-79.511557,fuzzy_86
ROUCHELLE CRES,6109,East Ave at Maberley Cres (South),43.782525,-79.132461,fuzzy_86
EGLINTON AND MT PLEAS,6110,Eglinton Ave West at Keele St/Trethewey Dr,43.689983,-79.475291,fuzzy_86
GREENWIN VILLAGE AN,6111,Village Gate at Steeles Ave West,43.792558,-79.440731,fuzzy_86
KENNEDY AND WICKWERE,6112,Kennedy Rd at Ranstone Gardens,43.742208,-79.272214,fuzzy_86
DANFORTH AND GLEBEMOUN,6113,,,,unmatched
TRIO AND WESTWAY,6116,The Westway at Sun Row Dr East Side,43.689215,-79.540494,fuzzy_86
JANE STATION STATIION,6118,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
BRIDLETOWN AND FINCH,6121,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
DUNDAS AND ST JOHN S,6123,Dundas St West at Indian Road Cres,43.665156,-79.461274,fuzzy_86
GRANDRAVINE AND SENTINEL,6124,Sentinel Rd at Grandravine Dr,43.751718,-79.495975,intersection_exact
FINCH AND WILLMINGTON,6126,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
HI AND MAJOR MACKENZIE,6127,Mingay Ave at Major Mackenzie Dr East,43.90725,-79.277939,fuzzy_86
BARKWIN AND ISLINGTON STATION,6128,Islington Ave at Barkwin Dr,43.738105,-79.565505,intersection_exact
HIDDEN TRA AND STEELES,6129,Steeles Ave West at Jane St West Side,43.775471,-79.522085,fuzzy_86
WILLIAM R ALLEN,6130,William R Allen Rd at Sheppard Ave West South Side,43.749635,-79.463343,fuzzy_TokenSet_high
DUNDAS STATION AND SHAW,6132,Queen St West at Shaw St,43.64479,-79.416155,fuzzy_86
KING STATION AND THE QUEENSWAY,6134,Shaw St at King St West North Side,43.641791,-79.415057,fuzzy_86
